rera_office_number,company_name_en,company_name_ar,trade_licence,status,registration_date,expiry_date,address,phone_office,email_office,website,specialisation_tags,land_specialist_flag,source_url,retrieved_date,pdpl_compliance_note
CN-4213709,The Loft Real Estate Management LLC,,,,,,"Office 000, Building 000, Al Bateen, al bateen street, Abu Dhabi, PO Box 000",+971529409682,contact@theloftproperty.com,https://www.propertyfinder.ae/en/broker/the-loft-real-estate-management-llc-4912,"commercial_listings:1,total_properties:18",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4216275,Double A For Real Estate Mangement,,,,,,"Office 101, Building 111, Khalifa City, madinet al ryad, Abu Dhabi, PO Box 0000",+971566356437,,https://www.propertyfinder.ae/en/broker/double-a-for-real-estate-mangement-8439,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4259134,Hummingbird Real Estate,,,,,,"Office 9, Building 37, Al Ain Industrial Area, Luluat Al Rahaa, Al Ain,",+971502169387,,https://www.propertyfinder.ae/en/broker/hummingbird-real-estate-4974,"commercial_listings:4,total_properties:35",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4321285,EGC Properties LLC,,,,,,"Office Office 2101, Building Business Avenue Tower, Al Salam Street, Salam Road, Abu Dhabi,",+971502376812,marketing@empiregroupuae.com,https://www.propertyfinder.ae/en/broker/egc-properties-llc-5105,"commercial_listings:3,total_properties:110",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4323438,Tanami Properties AD,,,,,,"Office C3. F3-15, Building ,, Tourist Club Area, ,, Abu Dhabi,",+971547723784,asma@tanamiproperties.ae,https://www.propertyfinder.ae/en/broker/tanami-properties-ad-5133,total_properties:44,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4329843,Meridian Group,,,,,,"Office 303, Building Baynuna, Corniche Road, corniche, Abu Dhabi, PO Box 0",+971509070390,management@meridiangroup.ae,https://www.propertyfinder.ae/en/broker/meridian-group-11301,total_properties:93,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4337764,High Vision Properties,,,,,,"Office 1902, Building ADCB Commercial Tower – A, Al Danah, behind City Season Hotel - Zone 1, Abu Dhabi,",+971524347074,info@hvprops.com,https://www.propertyfinder.ae/en/broker/high-vision-properties-7596,"commercial_listings:1,total_properties:80",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4345206,Temron Properties,,,,,,"Office 4th Floor, Building Corniche Building, Corniche Area, Corniche Road, Abu Dhabi,",+971561194181,r.tembeik@temronproperties.com,https://www.propertyfinder.ae/en/broker/temron-properties-6552,total_properties:25,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4347412,Anata Home Real Estate Broker,,,,,,"Office E18_03-C11 OFFICE-1, Building Instashop Bldg, Al Danah, Al falah street, Abu Dhabi,",+971553982550,nareg@anatahome.com,https://www.propertyfinder.ae/en/broker/anata-home-real-estate-broker-6397,total_properties:11,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4350698,SALE AND DWELL REAL ESTATE AND MAINTENANCE,,,,,,"Office Floor 3, Office 511, Building Zig-Zag Building, Corniche Road, Al Zahiyah – E16, Abu Dhabi, PO Box 0",+971569247007,,https://www.propertyfinder.ae/en/broker/sale-and-dwell-real-estate-and-maintenance-10136,total_properties:27,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4361907,DART REAL ESTATE L.L.C,,,,,,"Office 01, Building Liwa Center Building, Hamdan Street, Hamdan Street, Abu Dhabi, PO Box 000",+971556106554,narayan@dart-realestate.com,https://www.propertyfinder.ae/en/broker/dart-real-estate-l-l-c-5252,total_properties:14,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4372716,Trust Well Properties Management,,,,,,"Office M, Building Al Sawary Tower, Corniche Area, Corniche Road, Abu Dhabi, PO Box 000",+971524263377,,https://www.propertyfinder.ae/en/broker/trust-well-properties-management-8228,"commercial_listings:90,total_properties:90",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4387040,FIRST ONE REAL ESTATE - L.L.C - O.P.C,,,,,,"Office 703, Building Opal House,, Al Nahyan Camp, Ma'amourah st - Al Nahyan - E25, Abu Dhabi,",+971506172013,,https://www.propertyfinder.ae/en/broker/first-one-real-estate-l-l-c-o-p-c-5227,"commercial_listings:1,total_properties:188",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4412455,MULTI PLANET PROPERTY MANAGEMENT L.L.C.,,,,,,"Office 1203, Building Abdullah Bin Darwish Building, Al Salam Street, Al Salam Street, Abu Dhabi, PO Box -",+971544953744,khalid@multiplanet.ae,https://www.propertyfinder.ae/en/broker/multi-planet-property-management-l-l-c-v2-13071,"commercial_listings:3,total_properties:90",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4413070,ALRANAIN REAL ESTATE LLC,,,,,,"Office 13, Building No.25, Al Ain Industrial Area, Street No. 7, Al Ain, PO Box 000",+971582977494,support@alranain.ae,https://www.propertyfinder.ae/en/broker/alranain-real-estate-llc-6687,total_properties:27,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4467721,Sky Keys Properties LLC,,,,,,"Office 0, Building C01 Tower, Al Reem Island, Najmat Abu Dhabi, Abu Dhabi,",+971508866111,info@skp.ae,https://www.propertyfinder.ae/en/broker/sky-keys-properties-llc-5365,total_properties:56,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4471738,T S DIAMOND PROPERTIES - L.L.C,,,,,,"Office 02, Building 03, Corniche Area, 04, Abu Dhabi,",+971567455783,tijana@pink-panther.ae,https://www.propertyfinder.ae/en/broker/t-s-diamond-properties-l-l-c-6281,total_properties:13,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4475616,ADVISORS PROPERTIES - L.L.C - S.P.C,,,,,,"Office PH1, Building C2, Al Bateen Towers, Al Bateen, Al Bateen, Abu Dhabi, PO Box 000",+971525002524,info@oh-advisors.com,https://www.propertyfinder.ae/en/broker/advisors-properties-l-l-c-s-p-c-6250,"commercial_listings:1,total_properties:228",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4480389,Infinity Homes Properties,,,,,,"Office 102, Building Harmes interior bldng, Airport Road, Airport road, Abu Dhabi,",+971522260655,info@infinity-homes.net,https://www.propertyfinder.ae/en/broker/infinity-homes-properties-6021,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4481571,Prudential Real Estate,,,,,,"Office 10, Building Corniche Bakeries, Tourist Club Area, tourist club, Abu Dhabi,",+971525986677,mansoor@prudentialrealestate.ae,https://www.propertyfinder.ae/en/broker/prudential-real-estate-5631,total_properties:26,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4489770,World Gate Properties LLC,,,,,,"Office Office 712, Building Building # 18, Electra Street, Khalifa Street, Abu Dhabi,",+971501114570,,https://www.propertyfinder.ae/en/broker/world-gate-properties-llc-6000,total_properties:36,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4494932,Smart Crystal Facility Management,,,,,,"Office 102, Building 50, Mussafah, M 43, Abu Dhabi,",+971524524844,,https://www.propertyfinder.ae/en/broker/smart-crystal-facility-management-9551,"commercial_listings:5,total_properties:9",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4505409,CORNICHE BUSINESS CENTER FACILITIES MANAGEMENT - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 4, Building Corniche Building, Corniche Area, Corniche Road, Abu Dhabi, PO Box 000",+971509873728,pf-corniche@bhgroupae.com,https://www.propertyfinder.ae/en/broker/corniche-business-center-facilities-management-sole-proprietorship-l-l-c-6316,"commercial_listings:10,total_properties:10",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4508393,CSP REAL ESTATE PARTNERS L.L.C,,,,,,"Office 0, Building 0, Al Khalidiya, 0, Abu Dhabi,",+971551533590,,https://www.propertyfinder.ae/en/broker/csp-real-estate-partners-l-l-c-7523,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4546964,Right Way Real Estate Management,,,,,,"Office 604, Building C-309, Airport Road, Musaffah, Abu Dhabi,",+971563062232,,https://www.propertyfinder.ae/en/broker/right-way-real-estate-management-6856,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4562480,DELTA TOWERS PROPERTIES - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office M45, Building M45, Mussafah, Mussafah, Abu Dhabi,",+971502952609,,https://www.propertyfinder.ae/en/broker/delta-towers-properties-sole-proprietorship-l-l-c-6485,total_properties:27,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4563133,Conrad Property Management LLC,,,,,,"Office Office 1401, Building -, Al Danah, Al Najda Street, Zone 1, Abu Dhabi,",+971545507676,osama@conradproperty.ae,https://www.propertyfinder.ae/en/broker/conrad-property-management-llc-5986,"commercial_listings:5,total_properties:129",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4566796,Nice View Real Estate,,,,,,"Office 05, Building 00, Mussafah, Al Yahar, Abu Dhabi,",+971527529004,,https://www.propertyfinder.ae/en/broker/nice-view-real-estate-5653,total_properties:104,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4581249,GREEN LANDS PROPERTY MANAGEMENT LLC,,,,,,"Office -, Building -, Mussafah, -, Abu Dhabi, PO Box -",+971561073723,info@greenlands-realestate.com,https://www.propertyfinder.ae/en/broker/green-lands-property-management-llc-v2-13259,"commercial_listings:1,total_properties:2",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4585855,Blue Acres Properties,,,,,,"Office 525, Building Al ferdous tower, Al Salam Street, Salam street, Abu Dhabi,",+971585882512,,https://www.propertyfinder.ae/en/broker/blue-acres-properties-5690,total_properties:15,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4592038,REALTY AND KEY REAL ESTATE - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office NA, Building NA, Saadiyat Island, Saadiyat, Abu Dhabi, PO Box NA",+971509706500,umer.h@realtynkey.com,https://www.propertyfinder.ae/en/broker/realty-and-key-real-estate-sole-proprietorship-l-l-c-5728,"commercial_listings:1,total_properties:7",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4592366,Zero Commission Real Estate,,,,,,"Office 15, Building addax tower, Al Reem Island, reem island, Abu Dhabi,",+971505869292,,https://www.propertyfinder.ae/en/broker/zero-commission-real-estate-6005,total_properties:14,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4594743,Tate Real Estate,,,,,,"Office N/A, Building Building 62, MZ, Al Nahyan, Defence road, Abu Dhabi,",+971506804597,operations@taterealestate.ae,https://www.propertyfinder.ae/en/broker/tate-real-estate-6592,"commercial_listings:5,total_properties:5",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4604515,EXECUTIVE GULF Properties L.L.C - S.P.C,,,,,,"Office 212, Building We mart building, Hamdan Street, Hamdan Street, Abu Dhabi, PO Box 0000",+971529496565,info@executivegulfproperties.com,https://www.propertyfinder.ae/en/broker/executive-gulf-properties-l-l-c-s-p-c-5783,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4644599,HISTORY PROPERTY  - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office Mezzanine, Building Al nasr tower 2, Muroor Area, MUROOR ROAD, Abu Dhabi, PO Box -",+971505708005,administrator@historyrealestate.ae,https://www.propertyfinder.ae/en/broker/history-property-sole-proprietorship-l-l-c-v2-13235,total_properties:33,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4646309,DINAR PROPERTY MANAGEMENT - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 901, Building C1, Electra Street, Electra Street, Abu Dhabi,",+971565524661,,https://www.propertyfinder.ae/en/broker/dinar-property-management-sole-proprietorship-l-l-c-6358,total_properties:20,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4658724,SOLUTIONS PROPERTY,,,,,,"Office 1002, Building Bin Hamoodah, Khalifa Street, Khalifa Bin Zayed The First Street, Abu Dhabi,",+971521031646,solutions@khelegal.com,https://www.propertyfinder.ae/en/broker/solutions-property-11028,"commercial_listings:1,total_properties:153",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4659921,Lavender Real Estate,,,,,,"Office 0, Building 0, Al Reem Island, 0, Abu Dhabi,",+971554334369,,https://www.propertyfinder.ae/en/broker/lavender-real-estate-6467,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4660352,HOME GALLERY PROPERTY MANAGEMENT,,,,,,"Office 0, Building 0, Hamdan Street, Hamdan Street, Abu Dhabi,",+971569989632,,https://www.propertyfinder.ae/en/broker/home-gallery-property-management-12162,total_properties:17,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4665591,PSI- Yas Branch,,,,,,"Office RG-LS-23/24, Building Block 6, PRP77163,, Saadiyat Island, SDN1, Abu Dhabi, PO Box 109537",+97122052999,watersedge.portals@psinv.net,https://www.propertyfinder.ae/en/broker/psi-yas-branch-6699,"commercial_listings:2,total_properties:348",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4666030,Home Hunters Properties,,,,,,"Office 403, Building Asma Tower, Al Nahyan Camp, Al Nahyan St, Abu Dhabi, PO Box 112358",+97122456886,m.emam@hhunters.ae,https://www.propertyfinder.ae/en/broker/home-hunters-properties-3964,total_properties:36,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4670294,Moonstay LLC,,,,,,"Office Shop B9, Building Raha - Moonstay, Al Raha Beach, Al Faridah, Abu Dhabi,",+971559680921,nuno.barbosa@moonstayad.com,https://www.propertyfinder.ae/en/broker/moonstay-llc-6817,"commercial_listings:3,total_properties:198",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4671527,Huspy Abu Dhabi,,,,,,"Office 504, Building Business Avenue Tower, Al Danah, Al Salam Street, Abu Dhabi,",+971585580987,mohamed.aly@huspy.io,https://www.propertyfinder.ae/en/broker/huspy-abu-dhabi-8607,total_properties:125,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4673098,PRIME ARABIA PROPERTIES AND GENERAL MAINTENANCE - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 0, Building 0, Al Mushrif, Airport Road, Abu Dhabi,",+971566130342,,https://www.propertyfinder.ae/en/broker/prime-arabia-properties-and-general-maintenance-sole-proprietorship-l-l-c-6118,total_properties:23,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4693677,Black Flag Property Management,,,,,,"Office 12, Building sun and sands building, Al Salam Street, salam street, Abu Dhabi,",+971566815300,,https://www.propertyfinder.ae/en/broker/black-flag-property-management-6911,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4767122,VOYAGE VACATION HOME RENTAL L.L.C,,,,,,,+971569057782,reservations@voyageuae.ae,https://www.propertyfinder.ae/en/broker/voyage-vacation-home-rental-l-l-c-v2-180413,total_properties:31,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4767122,Voyage Properties,,,,,,"Office Unit 2FG, Building Bldg 2, Yas Island, Yas Marina, Abu Dhabi,",+971569057782,jacobus@voyageuae.ae,https://www.propertyfinder.ae/en/broker/voyage-vacation-home-5321,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4773856,Parker Premier Real Estate LLC,,,,,,"Office 12, Building 1, Electra Street, electra, Abu Dhabi,",+971506179260,admin@parkerpremier.ae,https://www.propertyfinder.ae/en/broker/parker-premier-real-estate-llc-6849,total_properties:13,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4775567,CONTINENTAL MIDDLE EAST PROPERTIES - L.L.C - S.P.C.,,,,,,"Office M12, Building Bldng 12, Al Salam Street, Salam street, Abu Dhabi,",+971506390937,info@cmep.ae,https://www.propertyfinder.ae/en/broker/continental-middle-east-properties-l-l-c-s-p-c-6613,total_properties:49,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4786018,WHITE ROCK REAL ESTATE BROKERAGE - SOLE PROPRIETORSHIP,,,,,,"Office 1001, Building 52, Airport Road, capital propoerties buliding, Abu Dhabi, PO Box 00000",+971555588289,ali@whiterockuae.com,https://www.propertyfinder.ae/en/broker/white-rock-real-estate-brokerage-sole-proprietorship-8537,total_properties:64,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4792589,Royal Holiday Rentals,,,,,,"Office 503, Building Al Nayadi Building, Al Manhal, Al Karamah Street, Abu Dhabi,",+971502666592,,https://www.propertyfinder.ae/en/broker/royal-holiday-rentals-6513,total_properties:135,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4797233,Del Pilar Real Estate,,,,,,"Office 9, Building 45, Al Raha Beach, 34, Abu Dhabi,",+971549903434,admin@thedelpilar.com,https://www.propertyfinder.ae/en/broker/del-pilar-real-estate-6536,total_properties:37,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4803055,AMLAK ONE REAL ESTATE L.L.C,,,,,,"Office 904, Building Al Khazna Insurance Tower, Al Najda Street, Najda Street, Abu Dhabi, PO Box 0",+97126330365,ceo@amlakone.ae,https://www.propertyfinder.ae/en/broker/amlak-one-real-estate-l-l-c-9522,"commercial_listings:1,total_properties:243",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4809865,MAZ REAL ESTATE SOLE PROPRIETORSHIP LLC,,,,,,"Office 102, Building Musallam Al Mazrouei Building, Airport Road, Al Falah Street, Abu Dhabi,",+971505546802,info@mazrealestates.com,https://www.propertyfinder.ae/en/broker/maz-real-estate-sole-proprietorship-llc-11416,total_properties:129,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4831349,Home Seekers real estate,,,,,,"Office Office 501, Building C88 Commercial Building, Electra Street, Electra Street, Abu Dhabi, PO Box NA",+971562806825,realestate@homeseekers.info,https://www.propertyfinder.ae/en/broker/home-seekers-real-estate-7683,total_properties:78,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4842514,Megapolis Real Estate- AUH,,,,,,"Office Office 240, Building Regus Bloom Central Level 2, Al Manhal, Sheikh Rashid Bin Saeed Street, Abu Dhabi, PO Box 28928",+971585424408,ad@megapolis.ae,https://www.propertyfinder.ae/en/broker/megapolis-real-estate-auh-6654,total_properties:45,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4844411,Estatehub 360,,,,,,"Office Virtual Office, Building 0-00, Yas Island, Yas Island, Abu Dhabi,",+97126334578,mia@estatehub360.com,https://www.propertyfinder.ae/en/broker/estatehub-360-7261,total_properties:21,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4848129,La Verde Property Management,,,,,,"Office 01, Building 23, Hamdan Street, 12, Abu Dhabi, PO Box 000",+971563403330,,https://www.propertyfinder.ae/en/broker/la-verde-property-management-6722,total_properties:17,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4856219,IDEAL EXPERTS REAL ESTATE - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 0, Building 0, Al Khalidiya, 0, Abu Dhabi, PO Box 0",+971505432594,info@idealemirates.com,https://www.propertyfinder.ae/en/broker/ideal-experts-real-estate-sole-proprietorship-l-l-c-7360,"commercial_listings:2,total_properties:2",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4861255,COASTAL PREMIER REAL ESTATE  - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 0, Building 0, Saadiyat Island, 0, Abu Dhabi,",+971505450077,,https://www.propertyfinder.ae/en/broker/coastal-premier-real-estate-sole-proprietorship-l-l-c-7974,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4862819,YKN Home Real Estate,,,,,,"Office 310–311, Building Abdullah Bin Darwish, Al Salam Street, Salam street, Abu Dhabi,",+971543876604,,https://www.propertyfinder.ae/en/broker/ykn-home-real-estate-6712,"commercial_listings:9,total_properties:38",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4868103,Wise Track For Properties,,,,,,"Office 12, Building zigzag, Hamdan Street, salam, Abu Dhabi,",+971525100818,,https://www.propertyfinder.ae/en/broker/wise-track-for-properties-6709,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4881503,UNITED PLAZA REAL ESTATE – L.L.C,,,,,,"Office Office Floor, Building Al Mina Tower Block B, Al Zahiyah, Al Meena St, Abu Dhabi,",+971586874454,afif.m@upre.ae,https://www.propertyfinder.ae/en/broker/united-plaza-real-estate-sole-proprietorship-l-l-c-7480,"commercial_listings:73,total_properties:73",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4887961,SILK VALLEY HOLIDAY HOMES,,,,,,"Office 1, Building 1, Airport Road, 1, Abu Dhabi,",+971504957968,,https://www.propertyfinder.ae/en/broker/silk-valley-holiday-homes-7405,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4894397,PROPSHAH REAL ESTATE,,,,,,"Office Office No.1, Building Dar Al Salam Buidling Second Floor,, Corniche Road, Corniche Road, Abu Dhabi, PO Box 22204",+971505961696,propshah@propshah.com,https://www.propertyfinder.ae/en/broker/propshah-real-estate-10506,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4899365,Discovery Land Real Estate,,,,,,"Office 2307, Building Addax Tower, Al Reem Island, reem island, Abu Dhabi, PO Box 000000",+971562533452,,https://www.propertyfinder.ae/en/broker/discovery-land-real-estate-6894,"land,total_properties:25",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4915091,BLACK HILLS HOMES PROPERTIES - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 1201, Building Global Tower, Al Danah, Electra Street, Abu Dhabi, PO Box 1",+971545544465,mohdabueed@bhhproperties.com,https://www.propertyfinder.ae/en/broker/black-hills-homes-properties-sole-proprietorship-l-l-c-9271,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4916190,Universal Real Estate.,,,,,,"Office 4, Building 19, Muroor Area, Muroor and Falah st., Abu Dhabi,",+971568001036,,https://www.propertyfinder.ae/en/broker/universal-real-estate-8324,"commercial_listings:10,total_properties:42",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4923681,MAZO INTERNATIONAL REALESTATE L.L.C.,,,,,,"Office 0, Building 0, Abu Dhabi Gate City, 0, Abu Dhabi, PO Box 0",+971504461513,,https://www.propertyfinder.ae/en/broker/mazo-international-realestate-l-l-c-11199,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4924150,M11 REAL ESTATE BROKERAGE & CONSULTANCY - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office S, Building S, Mohamed Bin Zayed City, S, Abu Dhabi, PO Box S",+971503717611,info@m11.ae,https://www.propertyfinder.ae/en/broker/m11-real-estate-brokerage-consultancy-sole-proprietorship-l-l-c-9057,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4958783,BLUE BIRD REAL ESTATE MANAGEMENT - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 0, Building 0, Khalifa City, 0, Abu Dhabi, PO Box 0",+971509107455,,https://www.propertyfinder.ae/en/broker/blue-bird-real-estate-management-sole-proprietorship-l-l-c-7210,total_properties:38,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4970070,THE ADDRESS PROPERTIES - L.L.C,,,,,,"Office 701-B, Building Blue Tower, Khalifa Street, Khalifa Street, Abu Dhabi, PO Box -",+971542320103,rawand@theaddress-properties.com,https://www.propertyfinder.ae/en/broker/the-address-properties-sole-proprietorship-sole-proprietorship-l-l-c-v2-12836,"commercial_listings:1,total_properties:13",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4978142,PRO PROPERTY INVESTMENT - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 1775, Building Al Ghaith Tower, Al Reem Island, Hamdan Street, Abu Dhabi, PO Box 0",+971544175657,,https://www.propertyfinder.ae/en/broker/pro-property-investment-sole-proprietorship-l-l-c-8028,"investment,total_properties:80",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4981175,GOLDEN SEA PROPERTIES MANAGEMENT L.L.C.,,,,,,"Office 940, Building Dar Al Salam Building, Corniche Area, Corniche Road, Abu Dhabi, PO Box 000",+971555450617,,https://www.propertyfinder.ae/en/broker/golden-sea-properties-management-l-l-c-7240,total_properties:27,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4983631,VERY INTELLIGENT PROFESSIONALS PROPERTIES - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office M, Building Sun&Sands Building, Hamdan Street, Hamdan Street, Abu Dhabi, PO Box 000",+971544461201,info@vipprops.ae,https://www.propertyfinder.ae/en/broker/very-intelligent-professionals-properties-sole-proprietorship-l-l-c-7280,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4987672,ITW PROPERTIES - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 28, Building Mohammed Bin Mejren Al, Hamdan Street, Al Marar St, Abu Dhabi, PO Box 000",+971522278762,info@itwprop.com,https://www.propertyfinder.ae/en/broker/itw-properties-sole-proprietorship-l-l-c-7239,total_properties:32,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4991900,SAMA EMIRATES BROKER REAL ESTATE - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 102, Building 01, Al Reem Island, Tomuh Tower, Abu Dhabi, PO Box 0000",+971506414151,suhailalawadhi@samaholding.ae,https://www.propertyfinder.ae/en/broker/sama-emirates-broker-real-estate-sole-proprietorship-l-l-c-10629,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4992375,EMI WORLDWIDE REAL ESTATE - AUH,,,,,,"Office 1503, Building Global Tower, Al Danah, Electra Street, Abu Dhabi, PO Box -",+971504425665,,https://www.propertyfinder.ae/en/broker/emi-worldwide-real-estate-auh-12175,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
